text	text_1	label
what's a good italian meal	What is a good Italian meal	meal_suggestion
what is the sum of 10 plus 5	What's the sum of 10 and 5	calculator
what is 4 + 4	What is 4 + 4	calculator
i should use what kind of oil and can you help me change it	What oil should I use? Can you change it for me	oil_change_how
how is my calendar looking for may 6th	How about my calendar for May 6th	calendar
how often should i change the oil	How often should I change the oil	oil_change_when
i would like everything on my shopping list ordered	I want to order everything on the shopping list	order
what are some mistakes to avoid so that my credit score stays high	In order to keep my credit score at a high level, what mistakes should I avoid	improve_credit_score
what is the amount of time to keep milk refrigerated	How long does it take for milk to refrigerate	food_last
i need a bed in brownsburg near walmart from apil 4th until the 5th	I'm going to have a bed in brownsburg, near Wal Mart, from number four to number five	book_hotel
what is the name of the person who made you	What's the name of the person who created you	who_made_you
get a text to mark	Gets the text to tag	text
create a new reminder to study for my final exams	Create a new learning reminder for my final exam	reminder_update
find travel alerts for haiti	Find Haiti travel alert	travel_alert
how many calories should i plan to be in a donut	How many calories should I take in a doughnut	calories
i need to know when my flight scheduled to board	I need to know when my flight will board	flight_status
notify my bank i'll be in rome from the 1st to the 17th	Call my bank. I'm in Rome from the 1st to the 17th	travel_notification
i need you to schedule a meeting with bob brown at noon the day after tomorrow	I need you to arrange a meeting with Bob Brown at noon the day after tomorrow	schedule_meeting
what is the gas mileage on a 2012 ford fusion	What is the gasoline mileage of the 2012 Ford Fusion	mpg
what's the right way to spell miscellaneous	What is the right way to spell	spelling
is the meeting with lisa today	Will you meet Lisa today	meeting_schedule
skip this song, please	Please skip this song	next_song
give me tomorrow's date please	Please give me the date for tomorrow	date
how much snow will we be getting tomorrow	How much snow will we have tomorrow	weather
fill me in on the reviews for ruby tuesday	Tell me about Ruby's comments on Tuesday	restaurant_reviews
how long until i need to change my oil	How long before I change the oil	oil_change_when
your a bot aren't you	Your robot isn't it	are_you_a_bot
what kind of interest can i expect with my chase account	What kind of interest do I want my chase account to have	interest_rate
what's your boss' name	What's the name of your boss	who_do_you_work_for
send mom a text asking where are you	Text mom to ask where you are	text
how much tax do i owe	How much tax do I owe	taxes
skip and next	Skip the next step	next_song
what's the typical wait time at red lobster	What is the typical waiting time for a red lobster	how_busy
that’s not correct	This is not right	no
stop talking	Stop it	cancel
i dropped my card in my gasoline and the printing wore off	I dropped the card in the gas and the print was worn off	damaged_card
i will be in boston from march 2 to march 4 can i rent a car for that time	I'll be in Boston from March 2 to March 4. Can I rent a car then	car_rental
this was a nice conversation	It was a pleasant conversation	goodbye
what's the status of by delta flight	What's the status of the delta flight	flight_status
inform my bank i'm seeing italy	Inform my bank that I am going to Italy	travel_notification
